"Course_name","Inst_Name","Alloted_
"CHEMICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","15065.00","21521.00"
"CHEMICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","JEE Based","Govt / GIA","905005.00","905005.00"
"CHEMICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","902345.00","902345.00"
"CHEMICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","JEE Based","Govt / GIA","904524.00","904524.00"
"CHEMICAL ENGINEERING -
TFWS","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","TFWs","GUJCET Based","Self-Finance","3660.00","3660.00"
"CHEMICAL ENGINEERING -
TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","TFWs","GUJCET Based","Govt / GIA","2585.00","2585.00"
"CHEMICAL ENGINEERING -
TFWS","L.E.COLLEGE ,MORBI","TFWs","GUJCET Based","Govt / GIA","14307.00","14307.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"CHEMICAL ENGINEERING -
TFWS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","TFWs","JEE Based","Self-Finance","902243.00","902243.00"
"CHEMICAL ENGINEERING -
TFWS","SHROFF S.R.ROTARY INST. OF CHEMICAL
TECHNOLOGY, VATATIA,BHARUCH","TFWs","GUJCET Based","Self-Finance","17272.00","17272.00"
"CHEMICAL ENGINEERING -
TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","4366.00","6308.00"
"CHEMICAL ENGINEERING -
TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","JEE Based","Govt / GIA","903464.00","903464.00"
"CIVIL ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","28170.00","30712.00"
"CIVIL ENGINEERING","ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD","GEN","GUJCET Based","Self-Finance","26707.00","36957.00"
"CIVIL ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","GEN","GUJCET Based","Self-Finance","33848.00","33848.00"
"CIVIL ENGINEERING","ATMIYA UNIVERSITY, FACULTY OF ENGINEERING
AND TECHNOLOGY, RAJKOT","GEN","GUJCET Based","Self-Finance","29459.00","29459.00"
"CIVIL ENGINEERING","BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT","GEN","GUJCET Based","Self-Finance","38430.00","38430.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","GUJCET Based","Govt / GIA","23532.00","26052.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","5998.00","20587.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SC","GUJCET Based","Govt / GIA","28411.00","36070.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","GUJCET Based","Govt / GIA","24594.00","25975.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ST","GUJCET Based","Govt / GIA","37474.00","37474.00"
"CIVIL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","JEE Based","Govt / GIA","911537.00","911537.00"
"CIVIL ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","23535.00","23535.00"
"CIVIL ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","21557.00","35801.00"
"CIVIL ENGINEERING","DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY,
ANAND","GEN","GUJCET Based","Self-Finance","39122.00","39122.00"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","GUJCET Based","Govt / GIA","31823.00","50102.50"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","GUJCET Based","Govt / GIA","8981.00","25768.00"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SC","GUJCET Based","Govt / GIA","39970.00","39970.00"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","GUJCET Based","Govt / GIA","34235.00","50545.00"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","ST","GUJCET Based","Govt / GIA","38103.00","39133.00"
"CIVIL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","JEE Based","Govt / GIA","904644.00","904644.00"
"CIVIL ENGINEERING","ENGGINERING COLLEGE, TUWA, GODHARA","GEN","GUJCET Based","Self-Finance","36704.00","36704.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","GUJCET Based","Govt / GIA","18125.00","18515.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","13074.00","14656.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SC","GUJCET Based","Govt / GIA","26328.00","26328.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","15438.00","21342.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","ST","GUJCET Based","Govt / GIA","35343.00","35343.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","JEE Based","Govt / GIA","903154.00","903381.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","EWS","GUJCET Based","Govt / GIA","20257.00","28023.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","GEN","GUJCET Based","Govt / GIA","16982.00","18668.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SC","GUJCET Based","Govt / GIA","37074.00","37074.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SEBC","GUJCET Based","Govt / GIA","21736.00","27190.00"
"CIVIL ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","EWS","JEE Based","Govt / GIA","911723.00","911723.00"
"CIVIL ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","26815.00","39005.00"
"CIVIL ENGINEERING","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","37384.00","37384.00"
"CIVIL ENGINEERING","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","27358.00","27358.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","GUJCET Based","Govt / GIA","10305.00","50642.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","JEE Based","Govt / GIA","904023.00","928126.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","20035.00","25797.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","SEBC","GUJCET Based","Govt / GIA","26448.00","32270.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ","GEN","GUJCET Based","Govt / GIA","34879.00","34879.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","JEE Based","Govt / GIA","924814.00","924814.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","GUJCET Based","Govt / GIA","28000.00","38519.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","JEE Based","Govt / GIA","924894.00","931750.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","GUJCET Based","Govt / GIA","27350.00","39735.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","JEE Based","Govt / GIA","918712.00","932445.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR","GEN","GUJCET Based","Govt / GIA","30186.00","31044.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR","GEN","JEE Based","Govt / GIA","916020.00","990007.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","GUJCET Based","Govt / GIA","23274.00","35733.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","JEE Based","Govt / GIA","907588.00","931751.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","29370.00","39699.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","908569.00","908569.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","SEBC","JEE Based","Govt / GIA","932491.00","932491.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","24372.00","26522.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","11776.00","22114.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","22498.00","28807.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","ST","GUJCET Based","Govt / GIA","35610.00","38924.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","JEE Based","Govt / GIA","904622.00","904622.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","GUJCET Based","Govt / GIA","36444.00","37521.00"
"CIVIL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","JEE Based","Govt / GIA","914180.00","931881.00"
"CIVIL ENGINEERING","GUJARAT POWER ENGG. AND RES. INST. (GPERI)
(PPP), MEVAD, MEHSANA","GEN","GUJCET Based","Self-Finance","21715.00","21715.00"
"CIVIL ENGINEERING","GYANMANJARI INSTITUTE OF TECHNOLOGY
BHAVNAGAR","GEN","GUJCET Based","Self-Finance","6473.00","6473.00"
"CIVIL ENGINEERING","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","32118.00","37931.00"
"CIVIL ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","GEN","GUJCET Based","Autonomous","33775.00","50511.00"
"CIVIL ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","GEN","JEE Based","Autonomous","908605.00","990082.00"
"CIVIL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","15150.00","20153.00"
"CIVIL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","8338.00","10642.00"
"CIVIL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SC","GUJCET Based","Self-Finance","24927.00","27585.00"
"CIVIL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","21023.00","23928.00"
"CIVIL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","ST","GUJCET Based","Self-Finance","39787.00","39787.00"
"CIVIL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","8216.00","9096.00"
"CIVIL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","2742.00","7254.00"
"CIVIL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","11222.00","13266.00"
"CIVIL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","902821.00","902821.00"
"CIVIL ENGINEERING","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","28652.00","38880.00"
"CIVIL ENGINEERING","L.E.COLLEGE ,MORBI","GEN","GUJCET Based","Govt / GIA","20017.00","20017.00"
"CIVIL ENGINEERING","L.E.COLLEGE ,MORBI","GEN","JEE Based","Govt / GIA","926686.00","926686.00"
"CIVIL ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","22022.00","50429.00"
"CIVIL ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","GEN","GUJCET Based","Self-Finance","29303.00","29303.00"
"CIVIL ENGINEERING","PACIFIC SCHOOL OF ENGINEERING, SURAT","GEN","GUJCET Based","Self-Finance","29416.00","29416.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","26760.00","32029.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","14045.00","25327.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SC","GUJCET Based","Self-Finance","28622.00","28622.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","50118.00","50139.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","JEE Based","Self-Finance","918629.00","918629.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","905535.00","906020.00"
"CIVIL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","924203.00","926454.00"
"CIVIL ENGINEERING","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","11548.00","50134.50"
"CIVIL ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","20519.00","38320.00"
"CIVIL ENGINEERING","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","25806.00","25806.00"
"CIVIL ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","21935.00","37483.00"
"CIVIL ENGINEERING","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","21401.00","50498.00"
"CIVIL ENGINEERING","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","JEE Based","Govt / GIA","931888.00","990097.00"
"CIVIL ENGINEERING","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","GEN","GUJCET Based","Self-Finance","27519.00","27519.00"
"CIVIL ENGINEERING","V.V.P. ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Self-Finance","13084.00","13084.00"
"CIVIL ENGINEERING","VIDHYADEEP INSTITUTE OF ENGINEERING &
TECHNOLOGY, ANITA(KIM), SURAT","GEN","GUJCET Based","Self-Finance","26933.00","26933.00"
"CIVIL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","14803.00","16276.00"
"CIVIL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","12224.00","13632.00"
"CIVIL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","14883.00","15208.00"
"CIVIL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","903283.00","903283.00"
"CIVIL ENGINEERING - TFWS","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","TFWs","GUJCET Based","Govt / GIA","5460.00","5460.00"
"CIVIL ENGINEERING - TFWS","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","TFWs","GUJCET Based","Govt / GIA","2572.00","7148.00"
"CIVIL ENGINEERING - TFWS","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","TFWs","JEE Based","Govt / GIA","904350.00","904350.00"
"CIVIL ENGINEERING - TFWS","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","TFWs","JEE Based","Govt / GIA","902695.00","902695.00"
"CIVIL ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","4606.00","17852.00"
"CIVIL ENGINEERING - TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","TFWs","GUJCET Based","Govt / GIA","3509.00","3509.00"
"CIVIL ENGINEERING - TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","8104.00","8104.00"
"CIVIL IRRIGATION WATER
MANAGEMENT","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","35071.00","50620.00"
"CIVIL IRRIGATION WATER
MANAGEMENT","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","JEE Based","Govt / GIA","926379.00","929946.00"
"COMPUTER ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","EWS","GUJCET Based","Self-Finance","9226.00","10278.00"
"COMPUTER ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","5077.00","9064.00"
"COMPUTER ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","SC","GUJCET Based","Self-Finance","23275.00","23645.00"
"COMPUTER ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","SEBC","GUJCET Based","Self-Finance","9920.00","19338.00"
"COMPUTER ENGINEERING","ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD","GEN","GUJCET Based","Self-Finance","6950.00","38632.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","GEN","GUJCET Based","Self-Finance","8604.00","50297.00"
"COMPUTER ENGINEERING","APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD","GEN","GUJCET Based","Self-Finance","35841.00","39684.00"
"COMPUTER ENGINEERING","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI","GEN","GUJCET Based","Self-Finance","35234.00","35234.00"
"COMPUTER ENGINEERING","ATMIYA UNIVERSITY, FACULTY OF ENGINEERING
AND TECHNOLOGY, RAJKOT","GEN","GUJCET Based","Self-Finance","4286.00","38529.00"
"COMPUTER ENGINEERING","B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY ,
RAJKOT","GEN","GUJCET Based","Self-Finance","28766.00","28766.00"
"COMPUTER ENGINEERING","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","29902.00","34402.00"
"COMPUTER ENGINEERING","BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT","GEN","GUJCET Based","Self-Finance","16297.00","38853.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","833.00","1307.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","GUJCET Based","Govt / GIA","1862.00","1970.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ST","GUJCET Based","Govt / GIA","28929.00","29085.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","JEE Based","Govt / GIA","901296.00","901296.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","JEE Based","Govt / GIA","900863.00","900863.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","JEE Based","Govt / GIA","901581.00","901581.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ST","JEE Based","Govt / GIA","910637.00","910637.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","ESM","GUJCET Based","Self-Finance","17771.00","17771.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","EWS","GUJCET Based","Self-Finance","2616.00","3059.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","GEN","GUJCET Based","Self-Finance","1517.00","2556.00"
"COMPUTER ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","SEBC","GUJCET Based","Self-Finance","2885.00","4655.00"
"COMPUTER ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","EWS","GUJCET Based","Self-Finance","22144.00","25570.00"
"COMPUTER ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","7711.00","19513.00"
"COMPUTER ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","SC","GUJCET Based","Self-Finance","33387.00","33387.00"
"COMPUTER ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","SEBC","GUJCET Based","Self-Finance","23497.00","30957.00"
"COMPUTER ENGINEERING","C.U.SHAH COLLEGE OF ENGG.&
TECH.,WADHVAN","GEN","GUJCET Based","Self-Finance","20109.00","20109.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","EWS","GUJCET Based","Self-Finance","3688.00","4155.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","2977.00","3641.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","SC","GUJCET Based","Self-Finance","7504.00","17512.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","SEBC","GUJCET Based","Self-Finance","4700.00","8126.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","EWS","GUJCET Based","Self-Finance","6030.00","6674.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","GEN","GUJCET Based","Self-Finance","3958.00","5880.00"
"COMPUTER ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","SC","GUJCET Based","Self-Finance","13908.00","13908.00"
